Player,Class,Pos,School,weight,FT,IN,Height_IN,fty_dash,fty_pct_given_mass,Vertical,vrt_pct_given_mass,Bench,bch_pct_given_mass,broad_jump,bj_pct_given_mass,three_cone,three_pct_given_mass,Shuttle,shud_pct_given_mass,RAS
Jonotthan Harrison,2014,C,Florida,304,6,3,75,5.15,1.192634109,27,1.060975862,27,1.752474643,113,1.252240453,7.97,1.413399435,4.86,1.417453705,8.089178207
Jake Matthews,2014,OT,Texas A&M,308,6,5,77,5.07,1.260123441,30.5,1.246660425,24,1.620338738,105,1.21033385,7.34,1.353970638,4.47,1.356084438,8.04751153
Ja'Wuan James,2014,OT,Tennessee,311,6,6,78,5.26,1.242363992,29,1.212438956,22,1.519255454,103,1.214413693,7.42,1.400008402,4.56,1.415003785,8.003484281
Wesley Johnson,2014,C,Vanderbilt,297,6,5,77,5.11,1.205607337,29,1.143015355,26,1.692675289,111,1.233799506,7.4,1.316287143,4.64,1.357384614,7.948769244
Tenny Palepoi,2014,DT,Utah,298,6,1,73,5.1,1.149075477,30.5,1.143525505,31,1.919790993,111,1.17364443,7.67,1.297795408,4.53,1.260593587,7.944425399
Aaron Donald,2014,DT,Pittsburgh,285,6,1,73,4.68,1.197571563,32,1.147425747,35,2.07295033,116,1.173005769,7.11,1.150559455,4.39,1.16834205,7.909854915
Dakota Dozier,2014,OG,Furman,313,6,4,76,5.42,1.182328753,24,0.983956873,23,1.557538884,101,1.167760397,8.14,1.50610094,4.89,1.488005568,7.885691414
Joel Bitonio,2014,OG,Nevada,302,6,4,76,4.92,1.256709912,32,1.265835892,22,1.437461917,114,1.271744375,7.37,1.315708765,4.44,1.303590757,7.851051619
James Stone,2014,C,Tennessee,306,6,4,76,5.17,1.211780846,27.5,1.102236034,22,1.456501148,105,1.186857987,8.16,1.476035907,4.63,1.377380014,7.810791936
Xavier Su'a-Filo,2014,OG,UCLA,307,6,4,76,5.04,1.247099311,25,1.005307375,25,1.660523813,102,1.156715562,7.6,1.379231937,4.44,1.325173386,7.774051384
Eathyn Manumaleuna,2014,DT,BYU,296,6,2,74,5.16,1.143545205,28,1.057032533,29,1.80831698,101,1.075274244,7.78,1.325484864,4.61,1.29170138,7.701355206
Travis Swanson,2014,C,Arkansas,312,6,5,77,5.28,1.225719244,26,1.076528568,20,1.367818416,95,1.109285569,7.73,1.444430193,4.65,1.429012538,7.652794529
Weston Richburg,2014,C,Colorado State,298,6,3,75,5.1,1.180556996,25.5,0.982255796,25,1.590635489,106,1.151483798,7.93,1.3785498,4.63,1.323720473,7.607202352
Troy Niklas,2014,TE,Notre Dame,270,6,6,78,4.84,1.172175428,32,1.161489364,27,1.618733157,114,1.166910794,7.57,1.240012295,4.55,1.225765887,7.585086925
Charles Leno,2014,OG,Boise State,303,6,4,76,5.25,1.181616442,29,1.150962333,21,1.376666192,108,1.208799899,7.57,1.355888088,4.4,1.296124335,7.570057288
Kareem Martin,2014,DE,North Carolina,272,6,6,78,4.72,1.210880028,35.5,1.29807191,22,1.328737889,129,1.330232811,7.2,1.188140358,4.33,1.175138812,7.531201809
Matt Paradis,2014,C,Boise State,306,6,3,75,5.34,1.157766665,26,1.028402041,23,1.502670144,103,1.148932074,7.6,1.35665065,4.46,1.309348683,7.503770256
Will Sutton,2014,DT,Arizona State,303,6,1,73,5.36,1.111681317,28.5,1.086468754,24,1.511227549,99,1.064327104,7.93,1.364301702,4.82,1.363798769,7.501805195
Gabe Ikard,2014,C,Oklahoma,304,6,4,76,5.13,1.213247538,26,1.035302865,22,1.446981533,103,1.156641683,7.3,1.311842754,4.37,1.291535596,7.45555197
Jace Amaro,2014,TE,Texas Tech,265,6,5,77,4.74,1.159679194,33,1.160532831,28,1.626476385,118,1.170288791,7.42,1.177639189,4.3,1.122387502,7.417003891
Anthony Johnson,2014,DT,LSU,308,6,2,74,5.24,1.171738655,24.5,0.962399553,20,1.297673881,102,1.129944329,7.93,1.405812396,4.83,1.408209709,7.375778523
Jadeveon Clowney,2014,DE,South Carolina,266,6,5,77,4.53,1.218018172,37.5,1.323763864,21,1.224460524,124,1.234435736,7.27,1.158186551,4.43,1.160683619,7.319548467
Zach Moore,2014,DE,Concordia (MN),269,6,5,77,4.84,1.152861806,33.5,1.195899555,23,1.356200727,123,1.238290541,7.41,1.193803803,4.46,1.181722844,7.318779277
Caraun Reid,2014,DT,Princeton,302,6,2,74,4.91,1.226130734,26.5,1.020684286,20,1.27239452,106,1.151380757,7.59,1.319326189,4.58,1.309308261,7.299224748
Chris Smith,2014,OLB,Arkansas,266,6,1,73,4.66,1.122530598,37,1.238263618,28,1.547802913,121,1.141995272,7.55,1.140310684,4.46,1.107840206,7.298743292
Will Clarke,2014,DE,West Virginia,271,6,6,78,4.77,1.193782265,32,1.165791177,22,1.323852824,112,1.150684744,7.26,1.193636964,4.57,1.235713698,7.26346167
Conor Boffeli,2014,OG,Iowa,298,6,4,76,5.3,1.151154445,25,0.975835823,21,1.353948928,101,1.111797438,7.44,1.310613197,4.61,1.335575824,7.238925656
Marcel Jensen,2014,TE,Fresno State,259,6,6,78,4.85,1.122101741,35,1.218622811,24,1.380253128,115,1.129189019,7.38,1.159638094,4.6,1.188748456,7.198553249
James Gayle,2014,DE,Virginia Tech,259,6,4,76,4.7,1.128223409,37,1.255226133,26,1.456933858,122,1.167206308,7.19,1.10081412,4.27,1.075174606,7.183578435
Josh Mauro,2014,DE,Stanford,271,6,6,78,5.21,1.092963801,32,1.165791177,21,1.263677695,116,1.191780628,7.43,1.22158714,4.51,1.219489886,7.155290326
C.J. Fiedorowicz,2014,TE,Iowa,265,6,5,77,4.76,1.154806592,31.5,1.107781339,25,1.452211058,116,1.150453387,7.1,1.126851515,4.26,1.111946688,7.104050579
Arthur Lynch,2014,TE,Georgia,258,6,5,77,4.82,1.110306803,29.5,1.010041782,28,1.583512858,116,1.120064053,7.38,1.140350974,4.35,1.105445803,7.069722273
I.K. Enemkpali,2014,DE,Louisiana Tech,261,6,1,73,4.86,1.056104045,34,1.116475447,28,1.518708874,112,1.037184049,7.67,1.136659736,4.65,1.133324005,6.998456156
Scott Crichton,2014,DE,Oregon State,273,6,3,75,4.84,1.139615,31.5,1.111581618,24,1.398905198,108,1.074786257,7.19,1.14505025,4.29,1.12361873,6.993557052
Kony Ealy,2014,DE,Missouri,273,6,4,76,4.92,1.13603247,31,1.108523298,22,1.299427495,114,1.149623227,6.83,1.102221017,4.45,1.181065592,6.976893099
Kerry Hyder,2014,DT,Texas Tech,290,6,2,74,5.1,1.133546002,29.5,1.091085102,20,1.221835797,108,1.126491482,7.23,1.206812389,4.33,1.188653795,6.968424566
Seantrel Henderson,2014,OT,Miami (FL),331,6,7,79,5.04,1.397668433,24,1.081616289,,0,95,1.207405443,8.15,1.657617941,4.77,1.595552987,6.939861093
Khalil Mack,2014,OLB,Buffalo,251,6,3,75,4.65,1.090590323,40,1.297782365,23,1.232582373,128,1.171168528,7.08,1.036668703,4.18,1.006581708,6.835374
Prince Shembo,2014,OLB,Notre Dame,253,6,1,73,4.71,1.056336003,38.5,1.225493474,26,1.367004238,122,1.095160196,7.29,1.047231398,4.31,1.018259378,6.809484687
Larry Webster,2014,TE,Bloomsburg,252,6,6,78,4.58,1.156136929,36.5,1.236502219,17,0.951255534,123,1.175099642,7.29,1.11453681,4.44,1.116389854,6.749920988
Max Bullough,2014,ILB,Michigan State,249,6,3,75,4.78,1.052476292,31,0.997767139,30,1.594905651,112,1.016606944,7.22,1.048744154,4.3,1.027227963,6.737728144
Marcus Smith,2014,DE,Louisville,251,6,3,75,4.66,1.088250001,35,1.135559569,23,1.232582373,121,1.107120249,7.48,1.095237557,4.47,1.076416324,6.735166072
Louis Nix III,2014,DT,Notre Dame,331,6,2,74,5.32,1.2403027,25.5,1.076482034,,0,97,1.154797637,8.29,1.579377654,4.94,1.547834169,6.598794195
Ethan Westbrooks,2014,DE,West Texas A&M,267,6,3,75,4.9,1.100920738,29,1.000869407,19,1.083126689,110,1.070630592,7.3,1.13701745,4.67,1.196264383,6.58882926
Jake Murphy,2014,TE,Utah,249,6,4,76,4.79,1.064282777,33,1.076301068,24,1.292936848,114,1.048557448,7.18,1.056839723,4.27,1.033662073,6.572579938
Jordan Najvar,2014,TE,Baylor,256,6,6,78,4.93,1.091106786,32.5,1.11847124,18,1.02319923,112,1.086993706,7.14,1.108931001,4.47,1.141773235,6.570475198
J.C. Copeland,2014,FB,LSU,271,5,11,71,4.95,1.047133488,28.5,0.945103544,23,1.259820315,111,1.038066216,7.68,1.149371978,4.58,1.12727762,6.56677316
Carl Bradford,2014,OLB,Arizona State,250,6,1,73,4.76,1.032845886,37.5,1.179508374,23,1.194933774,122,1.082174107,7.25,1.029135644,4.3,1.00385062,6.522448406
Timmy Jernigan,2014,DT,Florida State,299,6,2,74,5.06,1.177963949,29.5,1.124946364,27,1.700669033,102,1.096926475,,0,4.83,1.367060724,6.467566545
Morgan Moses,2014,OT,Virginia,314,6,6,78,5.35,1.233247026,21.5,0.907547997,,0,106,1.261840769,7.93,1.510668533,4.95,1.550840796,6.464145121
Ryan Shazier,2014,OLB,Ohio State,237,6,1,73,4.58,1.017619302,42,1.252354811,25,1.231301324,130,1.093173253,6.91,0.929867349,4.21,0.931732124,6.456048164
Jonathan Newsome,2014,OLB,Ball State,247,6,3,75,4.73,1.055058848,34,1.085535488,21,1.107466615,117,1.053461133,7.31,1.05328849,4.63,1.097177707,6.451988282
Tyler Starr,2014,OLB,South Dakota,250,6,4,76,4.95,1.034017788,32,1.047877394,24,1.298129365,116,1.071238146,6.64,0.98128108,4.15,1.008647613,6.441191386
Trent Murphy,2014,DE,Stanford,250,6,5,77,4.86,1.067023717,35.5,1.177784892,19,1.041207929,118,1.104046029,6.78,1.015154567,4.2,1.034231572,6.439448705
Demarcus Lawrence,2014,DE,Boise State,251,6,3,75,4.8,1.056509376,34.5,1.11933729,20,1.071810759,113,1.033922216,7.46,1.092309114,4.31,1.037886881,6.411775635
Anthony Barr,2014,OLB,UCLA,255,6,5,77,4.66,1.1350751,34.5,1.16750001,15,0.838446385,119,1.135670398,6.82,1.041566553,4.19,1.052404499,6.370662944
Devon Kennard,2014,OLB,USC,249,6,3,75,4.7,1.070390782,30,0.965581102,23,1.222760999,113,1.025683792,7.25,1.053101817,4.32,1.032005768,6.36952426
Jon Halapio,2014,OG,Florida,323,6,3,75,5.34,1.222087035,21.5,0.897654346,,0,100,1.177438479,8.26,1.556379773,4.83,1.49674799,6.350307623
Richard Rodgers,2014,TE,California,257,6,4,76,4.87,1.08043181,31.5,1.06038643,16,0.889651325,116,1.101232814,7.23,1.098390474,4.47,1.11684269,6.346935544
Kevin Pierre-Louis,2014,OLB,Boston Col.,232,6,1,73,4.51,1.011611857,39,1.138367122,28,1.349963443,128,1.053647288,6.92,0.911567188,4.02,0.870912784,6.336069682
Kasim Edebali,2014,OLB,Boston Col.,253,6,2,74,4.79,1.052922328,34.5,1.113212894,19,1.012649082,115,1.046464548,7.2,1.048471144,4.35,1.041787795,6.315507792
Preston Brown,2014,ILB,Louisville,251,6,1,73,4.86,1.015640289,33,1.042119239,23,1.19971351,116,1.033068239,6.98,0.99477245,4.26,0.998490525,6.283804251
Jackson Jeffcoat,2014,DE,Texas,247,6,3,75,4.63,1.077846296,36,1.149390517,18,0.949257098,123,1.107484781,6.97,1.004298328,4.18,0.990540565,6.278817585
Howard Jones,2014,OLB,Shepherd,235,6,2,74,4.6,1.018406959,40.5,1.213840147,21,1.039613735,124,1.048083071,7.16,0.968465935,4.41,0.981015657,6.269425503
Michael Sam,2014,DE,Missouri,261,6,2,74,4.91,1.059669277,25.5,0.848827223,17,0.934704385,114,1.070166908,7.8,1.171759747,4.7,1.161202206,6.246329745
Avery Williamson,2014,ILB,Kentucky,246,6,1,73,4.66,1.038129802,30.5,0.943984142,25,1.278059602,120,1.047402611,7.11,0.993114477,4.07,0.934953784,6.235644418
Chris Borland,2014,ILB,Wisconsin,248,5,11,71,4.83,0.982070141,31,0.940759506,27,1.353402347,114,0.975639376,7.18,0.98334569,4.27,0.961779845,6.196996906
Reggie Jordan,2014,FB,Missouri Western State,240,6,3,75,4.77,1.016561679,30,0.93068058,24,1.229806767,116,1.014857191,7.22,1.010837739,4.3,0.990099242,6.192843197
Kyle Van Noy,2014,OLB,BYU,243,6,3,75,4.71,1.042380403,32.5,1.020840261,21,1.089531933,112,0.992110392,7.22,1.023473211,4.2,0.979162099,6.147498298
Lamin Barrow,2014,ILB,LSU,237,6,1,73,4.64,1.004460432,35,1.04362901,22,1.083545165,123,1.034310078,7.24,0.974274907,4.35,0.96271609,6.102935682
Jordan Tripp,2014,OLB,Montana,234,6,3,75,4.67,1.012371355,37.5,1.134266957,22,1.099139798,120,1.02360596,6.89,0.940520114,3.96,0.889017017,6.0989212
Michael Schofield,2014,OT,Michigan,301,6,6,78,5.01,1.262417425,24,0.971134163,,0,93,1.061251912,7.62,1.391514751,4.57,1.372508572,6.058826823
Anthony Hitchens,2014,OLB,Iowa,240,6,1,73,4.74,0.99571573,31.5,0.951155553,23,1.147136423,116,0.987794332,7.15,0.974343043,4.45,0.997313918,6.053459
Cassius Marsh,2014,DE,UCLA,252,6,4,76,4.89,1.055078764,32,1.056260413,14,0.763300067,108,1.00533853,7.08,1.054676176,4.25,1.041215993,5.975869943
Kelvin Benjamin,2014,WR,Florida State,240,6,5,77,4.61,1.07989281,32.5,1.035123623,13,0.683909208,119,1.068866257,7.33,1.053604669,4.39,1.037777509,5.959174076
Daniel McCullers,2014,DT,Tennessee,352,6,7,79,5.18,1.446170849,20.5,0.98249536,27,2.137404161,97,1.311039957,,0,,0,5.877110327
James Morris,2014,ILB,Iowa,241,6,1,73,4.8,0.987366239,34.5,1.046082387,18,0.901499602,117,1.000461091,6.94,0.9496665,4.36,0.981214956,5.866290775
"James Wilder, Jr.",2014,RB,Florida State,232,6,3,75,4.65,1.008035677,35,1.049600877,18,0.891609906,121,1.023314334,6.92,0.936541632,4.24,0.943741107,5.852843533
Crockett Gillmore,2014,TE,Colorado State,260,6,6,78,4.89,1.117219994,33.5,1.170899579,,0,120,1.182833553,7.42,1.17042503,4.44,1.151830802,5.793208959
Marcus Lucas,2014,WR,Missouri,218,6,4,76,4.6,0.970268344,36,1.027967724,20,0.943307339,124,0.998541709,7.07,0.911089926,4.25,0.90073447,5.751909511
Jeff Janis,2014,WR,Saginaw Valley State,219,6,3,75,4.42,1.001066013,37.5,1.061557537,20,0.935165563,123,0.981939948,6.64,0.84829167,3.98,0.836230912,5.664251642
Jerick McKinnon,2014,RB,Georgia Southern,209,5,9,69,4.41,0.880919848,40.5,1.006600849,32,1.313706918,132,0.925217305,6.83,0.766104169,4.12,0.760029344,5.652578432
Jonathan Brown,2014,OLB,Illinois,238,6,1,73,5.03,0.930489421,31,0.928257364,16,0.791357881,108,0.912006664,7.77,1.050007935,4.56,1.013450234,5.625569498
Brandon Linder,2014,OG,Miami (FL),311,6,6,78,5.35,1.221464411,26.5,1.107918356,30,2.071711983,100,1.17904242,,0,,0,5.58013717
George Atkinson,2014,RB,Notre Dame,218,6,1,73,4.48,0.956931714,38,1.042245053,19,0.860767947,121,0.935920937,7.07,0.87512585,4.46,0.907929192,5.578920692
Donte Moncrief,2014,WR,Mississippi,221,6,2,74,4.4,1.001269356,39.5,1.113340432,13,0.605230042,132,1.04923402,7.02,0.892961738,4.3,0.899560167,5.561595755
Lorenzo Taliaferro,2014,RB,Coastal Carolina,229,6,1,73,4.58,0.983269284,33,0.95077811,18,0.856611655,118,0.958770777,6.88,0.894578643,4.22,0.902419686,5.546428156
Jordan Matthews,2014,WR,Vanderbilt,212,6,3,75,4.46,0.960377272,35.5,0.972819729,21,0.950538147,120,0.927369502,6.95,0.859515423,4.18,0.850180566,5.520800638
Logan Thomas,2014,QB,Virginia Tech,248,6,6,78,4.61,1.130381305,35.5,1.183536153,,0,118,1.109437215,7.05,1.060735602,4.18,1.034332885,5.518423159
Martavis Bryant,2014,WR,Clemson,211,6,4,76,4.42,0.977357356,39,1.077872884,16,0.730414123,124,0.966478443,7.18,0.895554946,4.15,0.851298585,5.498976338
Charles Sims,2014,RB,West Virginia,214,6,1,73,4.48,0.939373333,37.5,1.009659168,17,0.756029404,126,0.956712873,7.16,0.870004303,4.3,0.859296131,5.391075212
Shamar Stephen,2014,DT,Connecticut,309,6,5,77,5.25,1.220870245,30.5,1.250708024,25,1.693332894,103,1.191134677,,0,,0,5.35604584
Deone Bucannon,2014,S,Washington State,211,6,1,73,4.49,0.924141732,36.5,0.968958266,19,0.833128609,125,0.935814494,6.96,0.833846864,4.26,0.839368529,5.335258494
Damien Williams,2014,RB,Oklahoma,222,5,11,71,4.45,0.954181342,35.5,0.964376388,16,0.717933862,121,0.92698164,7.37,0.9035466,4.25,0.856915543,5.323935374
Alfred Blue,2014,RB,LSU,223,6,2,74,4.63,0.960141408,32,0.910109092,13,0.610707237,121,0.970501904,7.15,0.917728818,4.5,0.949919633,5.319108093
Kerry Wynn,2014,DE,Richmond,266,6,5,77,4.97,1.110185577,34,1.20021257,31,1.807536964,113,1.12492934,,0,,0,5.242864452
Bishop Sankey,2014,RB,Washington,209,5,9,69,4.49,0.865224172,35.5,0.882329139,26,1.067386871,126,0.883161973,6.75,0.757130767,4,0.737892567,5.193125488
Jerome Smith,2014,RB,Syracuse,220,5,11,71,4.84,0.869391272,36,0.969148711,14,0.62253274,118,0.895854492,7.53,0.914845488,4.6,0.919129337,5.190902041
Davante Adams,2014,WR,Fresno State,212,6,1,73,4.56,0.91426793,39.5,1.053568333,14,0.616793642,123,0.92520564,6.82,0.820946472,4.3,0.851265326,5.182047343
Antonio Andrews,2014,RB,Western Kentucky,225,5,10,70,4.82,0.880264379,29.5,0.800773083,20,0.896734101,106,0.811448314,7.24,0.886933113,4.49,0.904616836,5.180769826
Sammy Watkins,2014,WR,Clemson,211,6,1,73,4.43,0.936658324,34,0.902591262,16,0.701581987,126,0.94330101,6.95,0.832648809,4.34,0.855131318,5.171912709
Antone Exum,2014,CB,Virginia Tech,213,6,1,73,4.59,0.912576721,35,0.937945059,17,0.752496556,117,0.884224948,7.05,0.852635333,4.13,0.821467304,5.161345921
Ryan Hewitt,2014,FB,Stanford,246,6,4,76,4.87,1.034187647,33,1.063333586,,0,109,0.990488953,7.04,1.023748088,4.35,1.040341022,5.152099296
Antonio Richardson,2014,OT,Tennessee,336,6,6,78,5.3,1.332102424,24.5,1.106641255,36,2.68589798,,0,,0,,0,5.124641659
Brock Vereen,2014,S,Minnesota,199,6,1,73,4.47,0.875483613,34,0.851259057,25,1.033877483,117,0.826106876,6.9,0.779644774,4.07,0.756324403,5.122696206
Cody Hoffman,2014,WR,BYU,223,6,4,76,4.65,0.981849923,27.5,0.803263515,13,0.627212838,108,0.88964481,6.89,0.908258398,4.2,0.910553594,5.120783079
Brandon Coleman,2014,WR,Rutgers,225,6,6,78,4.56,1.036792594,32.5,0.983031363,21,1.049178898,,0,7.33,1.000582356,4.51,1.012491603,5.082076813
Shaquelle Evans,2014,WR,UCLA,213,6,1,73,4.51,0.928764334,34.5,0.924545844,13,0.575438543,122,0.922012339,7.07,0.855054156,4.21,0.837379504,5.04319472
Craig Loston,2014,S,LSU,217,6,1,73,4.65,0.917717998,32.5,0.887304833,12,0.541149139,119,0.916228917,7.15,0.880968501,4.35,0.881474226,5.024843614
Tre Boston,2014,S,North Carolina,204,6,1,73,4.58,0.875925475,35,0.898313578,18,0.763095099,116,0.839625182,7.04,0.815450178,4.31,0.821047088,5.0134566
Ahmad Dixon,2014,S,Baylor,212,6,1,73,4.64,0.89850469,32,0.853523713,14,0.616793642,111,0.834941675,7.55,0.908819041,4.5,0.890859062,5.003441824
C.J. Mosley,2014,ILB,Alabama,234,6,2,74,4.65,1.003169298,35,1.044533838,,0,118,0.993125249,7.3,0.983200707,4.4,0.974626063,4.998655155
Kelcy Quarles,2014,DT,South Carolina,297,6,4,76,5.03,1.208875747,23.5,0.914207534,27,1.734949897,102,1.119037531,,0,,0,4.977070708
Jordan Zumwalt,2014,OLB,UCLA,235,6,4,76,4.76,1.010774111,33,1.015786149,,0,116,1.006963857,6.99,0.971024919,4.25,0.970975232,4.975524268
Isaiah Lewis,2014,S,Michigan State,211,5,10,70,4.6,0.864972443,36.5,0.929138063,15,0.630702984,122,0.875819811,7.05,0.809918571,4.47,0.844550816,4.955102689
Blake Bortles,2014,QB,Central Florida,232,6,5,77,4.93,0.976138402,32.5,1.000619502,,0,115,0.998506714,7.08,0.983747661,4.21,0.962052058,4.921064338
Jacob Pedersen,2014,TE,Wisconsin,238,6,3,75,4.82,0.997632963,28.5,0.876778663,,0,111,0.963020735,7.55,1.048230802,4.4,1.004682099,4.890345261
Dustin Vaughan,2014,QB,West Texas A&M,235,6,5,77,4.95,0.984765888,29,0.904406089,,0,108,0.949853838,7.25,1.02039504,4.43,1.025415979,4.884836834
Dontae Johnson,2014,CB,North Carolina State,200,6,2,74,4.41,0.904071407,38.5,0.98204036,12,0.505587227,124,0.891985592,6.82,0.785087088,4.24,0.802722321,4.871493995
Allen Robinson,2014,WR,Penn State,220,6,3,75,4.6,0.966286074,39,1.109061025,,0,127,1.018502511,7,0.898366873,4,0.844270671,4.836487154
James White,2014,RB,Wisconsin,204,5,9,69,4.57,0.829741221,32,0.776311695,23,0.921637688,114,0.779935249,7.05,0.771862817,4.2,0.756251616,4.835740285
Andre Williams,2014,RB,Boston Col.,230,5,11,71,4.56,0.964719262,38,1.069489865,,0,129,1.023883004,7.27,0.923405252,4.06,0.848105707,4.829603091
Khairi Fortt,2014,OLB,California,248,6,2,74,4.7,1.051877464,36,1.138656667,30,1.567320402,120,1.07038271,,0,,0,4.828237244
Brandon Dixon,2014,CB,Northwest Missouri State,203,5,11,71,4.41,0.880431161,32.5,0.807318008,17,0.697519639,117,0.819624039,7.15,0.80155287,4.27,0.787263341,4.793709057
Matt Hazel,2014,WR,Coastal Carolina,198,6,1,73,4.5,0.86527697,36.5,0.909259416,15,0.617209271,118,0.828980847,7.08,0.795963317,4.2,0.776560163,4.793249984
Mo Alexander,2014,S,Utah State,220,6,1,73,4.5,0.961418855,38,1.051806934,,0,123,0.96011906,7.05,0.880656212,4.51,0.926530777,4.780531838
Ka'Deem Carey,2014,RB,Arizona,207,5,9,69,4.69,0.820401039,32.5,0.800036294,19,0.772549239,115,0.798347033,7.08,0.786546565,4.38,0.800260376,4.778140545
Ha Ha Clinton-Dix,2014,S,Alabama,208,6,1,73,4.58,0.893100485,33,0.863588851,11,0.475479735,119,0.878228639,7.16,0.845611659,4.16,0.808011037,4.764020406
Mike Evans,2014,WR,Texas A&M,231,6,5,77,4.53,1.057752623,37,1.134256616,12,0.607627027,,0,7.08,0.979507369,4.26,0.96928183,4.748425465
Keith McGill,2014,CB,Utah,211,6,3,75,4.51,0.945250215,39,1.063690347,,0,129,0.992219751,7.29,0.897311,4.18,0.84617028,4.744641593
Allen Hurns,2014,WR,Miami (FL),198,6,1,73,4.55,0.855768431,31,0.772247723,14,0.576061987,120,0.84303137,7.23,0.812826946,4.5,0.832028747,4.691965203
Pierre Desir,2014,CB,Lindenwood,198,6,1,73,4.59,0.848310754,35,0.87189259,11,0.452620132,133,0.934359768,6.86,0.771229993,4.3,0.795049691,4.67346293
Bennett Jackson,2014,CB,Notre Dame,195,6,1,73,4.51,0.850277208,38,0.932283419,13,0.526809934,128,0.885608712,6.75,0.747365402,4,0.728375334,4.670720008
LaDarius Perkins,2014,RB,Mississippi State,195,5,7,67,4.46,0.789140192,35.5,0.799364136,23,0.855441631,124,0.787418362,7.08,0.719472861,4.3,0.718647033,4.669484215
Stanley Jean-Baptiste,2014,CB,Nebraska,218,6,3,75,4.61,0.955424645,41.5,1.169426001,13,0.60508201,128,1.017190196,,0,4.33,0.905614611,4.652737463
Bennie Fowler,2014,WR,Michigan State,217,6,1,73,4.52,0.944112542,36,0.982860738,,0,126,0.970124735,7.06,0.869879387,4.18,0.847025808,4.614003211
Marqueston Huff,2014,S,Wyoming,196,5,11,71,4.49,0.834925426,35.5,0.851431405,15,0.594235798,118,0.798124911,7.26,0.785819471,4.19,0.745875274,4.610412286
Michael Campanaro,2014,WR,Wake Forest,192,5,9,69,4.46,0.800193591,39,0.890475179,20,0.754281484,122,0.785569456,6.77,0.697606845,4.01,0.679567279,4.607693833
Victor Hampton,2014,CB,South Carolina,197,5,9,69,4.69,0.780768138,33.5,0.784814496,20,0.773924231,118,0.779599879,7.01,0.741148237,4.2,0.730301806,4.590556787
Tom Savage,2014,QB,Pittsburgh,228,6,4,76,4.97,0.939229357,27,0.806341655,,0,105,0.884325559,7.33,0.987925417,4.36,0.966435102,4.58425709
Daniel Sorensen,2014,S,BYU,205,6,1,73,4.67,0.863255688,32,0.825341326,13,0.553825828,114,0.829193734,6.47,0.753100172,3.95,0.756156316,4.580873064
Kyle Fuller,2014,CB,Virginia Tech,190,6,1,73,4.49,0.832165541,38.5,0.920331068,12,0.473817218,128,0.862900796,6.9,0.744384458,4.19,0.743409748,4.577008828
Eric Ebron,2014,TE,North Carolina,250,6,4,76,4.6,1.112693055,32,1.047877394,24,1.298129365,120,1.108177392,,0,,0,4.566877206
Trey Burton,2014,WR,Florida,224,6,2,74,4.62,0.966534522,30,0.857053405,,0,112,0.902344134,7.14,0.920554902,4.32,0.916012188,4.562499151
Rashaad Reynolds,2014,CB,Oregon State,189,5,10,70,4.51,0.790247099,37.5,0.855062783,20,0.753256645,123,0.790932451,6.72,0.691513817,4,0.676951575,4.55796437
Boseko Lokombo,2014,OLB,Oregon,225,6,2,74,4.66,0.962515937,26.35,0.756139193,,0,122,0.987298569,7.15,0.92595957,4.3,0.915841799,4.547755067
Robert Herron,2014,WR,Wyoming,193,5,9,69,4.48,0.800770368,35.5,0.814782411,18,0.68238903,125,0.809078856,6.84,0.708490851,4.27,0.727397899,4.542909413
L'Damian Washington,2014,WR,Missouri,195,6,4,76,4.46,0.895144099,32,0.817344367,8,0.337513635,115,0.828362601,7.19,0.828798276,4.35,0.824660566,4.531823544
Bene' Benwikere,2014,CB,San Jose State,195,5,11,71,4.59,0.812568313,40.5,0.966395448,10,0.394135988,122,0.820969891,6.94,0.747350235,4.38,0.77571973,4.517139605
Henry Josey,2014,RB,Missouri,194,5,8,68,4.43,0.802207142,34.5,0.784398275,20,0.751093096,118,0.75660131,7.07,0.725440506,4.13,0.696944927,4.516685257
Bruce Ellington,2014,WR,South Carolina,197,5,9,69,4.45,0.822876982,39.5,0.925378286,15,0.580443173,120,0.792813436,6.69,0.707315507,3.95,0.68683146,4.515658845
Jimmy Garoppolo,2014,QB,East. Illinois,226,6,2,74,4.97,0.906490753,30.5,0.879117429,,0,110,0.894143622,7.04,0.915766101,4.26,0.911354884,4.506872788
Bryn Renner,2014,QB,North Carolina,228,6,3,75,4.87,0.945903336,25.5,0.751524569,,0,108,0.897623688,7.22,0.960295852,4.3,0.94059428,4.495941724
Albert Wilson,2014,WR,Georgia State,202,5,9,69,4.43,0.847571494,37.5,0.900821245,10,0.396783489,123,0.833258995,7,0.758874999,4.21,0.750620331,4.487930553
Ross Cockrell,2014,CB,Duke,191,6,1,73,4.56,0.823703654,36.5,0.877113881,10,0.396925828,122,0.826781018,7.28,0.78951312,4.32,0.770509045,4.484546546
Phillip Gaines,2014,CB,Rice,193,6,1,73,4.38,0.866534118,36.5,0.886298319,11,0.441190331,122,0.83543841,6.62,0.72545404,4.04,0.728113866,4.483029084
Kevin Norwood,2014,WR,Alabama,198,6,2,74,4.48,0.881045838,33,0.833331392,8,0.33368757,121,0.861701243,6.68,0.761281222,4.32,0.809689345,4.480736608
